event_id,source_id,timestamp,value
e00055,station-west-01,2026-09-09T08:06:00Z,123.7
e00056,station-west-02,2026-09-09T08:06:00Z,93.5
e00057,station-east-01,2026-09-09T08:07:00Z,24.0
e00058,station-east-02,2026-09-09T08:07:00Z,58.2
e00059,station-north-01,2026-09-09T08:07:00Z,41.0
e00060,station-north-02,2026-09-09T08:07:00Z,57.2
e00061,station-south-01,2026-09-09T08:07:00Z,101.2
e00062,station-south-02,2026-09-09T08:07:00Z,54.0
e00063,station-west-01,2026-09-09T08:07:00Z,105.3
e00064,station-west-02,2026-09-09T08:07:00Z,84.6
e00065,station-east-01,2026-09-09T08:08:00Z,25.5
e00066,station-east-02,2026-09-09T08:08:00Z,61.6
e00067,station-north-01,2026-09-09T08:08:00Z,43.2
e00068,station-north-02,2026-09-09T08:08:00Z,61.2
e00069,station-south-01,2026-09-09T08:08:00Z,100.3
e00070,station-south-02,2026-09-09T08:08:00Z,70.4
e00071,station-west-01,2026-09-09T08:08:00Z,105.7
e00072,station-west-02,2026-09-09T08:08:00Z,88.7
e00073,station-east-01,2026-09-09T08:09:00Z,27.1
e00074,station-east-02,2026-09-09T08:09:00Z,50.2
e00075,station-north-01,2026-09-09T08:09:00Z,40.4
e00076,station-north-02,2026-09-09T08:09:00Z,48.6
e00077,station-south-01,2026-09-09T08:09:00Z,93.1
e00078,station-south-02,2026-09-09T08:09:00Z,60.8
e00079,station-west-01,2026-09-09T08:09:00Z,128.6
e00080,station-west-02,2026-09-09T08:09:00Z,90.4
e00081,station-east-01,2026-09-09T08:10:00Z,26.0
e00082,station-east-02,2026-09-09T08:10:00Z,83.3
e00083,station-north-01,2026-09-09T08:10:00Z,35.9
e00084,station-north-02,2026-09-09T08:10:00Z,58.1
e00085,station-south-01,2026-09-09T08:10:00Z,98.7
e00086,station-south-02,2026-09-09T08:10:00Z,52.4
e00087,station-west-01,2026-09-09T08:10:00Z,114.8
e00088,station-west-02,2026-09-09T08:10:00Z,85.6
e00089,station-east-01,2026-09-09T08:11:00Z,27.7
e00090,station-east-02,2026-09-09T08:11:00Z,63.4
e00091,station-north-01,2026-09-09T08:11:00Z,44.2
e00092,station-north-02,2026-09-09T08:11:00Z,46.8
e00093,station-south-01,2026-09-09T08:11:00Z,105.8
e00094,station-south-02,2026-09-09T08:11:00Z,69.7
e00095,station-west-01,2026-09-09T08:11:00Z,111.2
e00096,station-west-02,2026-09-09T08:11:00Z,88.7
e00097,station-east-01,2026-09-09T08:12:00Z,24.3
e00098,station-east-02,2026-09-09T08:12:00Z,80.8
e00099,station-north-01,2026-09-09T08:12:00Z,35.2
e00100,station-north-02,2026-09-09T08:12:00Z,55.8
e00101,station-south-01,2026-09-09T08:12:00Z,100.2
e00102,station-south-02,2026-09-09T08:12:00Z,75.1
e00103,station-west-01,2026-09-09T08:12:00Z,114.3
e00104,station-west-02,2026-09-09T08:12:00Z,91.0
e00105,station-east-01,2026-09-09T08:13:00Z,24.6
e00106,station-east-02,2026-09-09T08:13:00Z,72.3
e00107,station-north-01,2026-09-09T08:13:00Z,38.5
e00108,station-north-02,2026-09-09T08:13:00Z,59.8
e00109,station-south-01,2026-09-09T08:13:00Z,99.9
e00110,station-south-02,2026-09-09T08:13:00Z,49.9
e00111,station-west-01,2026-09-09T08:13:00Z,113.4
e00112,station-west-02,2026-09-09T08:13:00Z,87.3
e00113,station-east-01,2026-09-09T08:14:00Z,23.4
e00114,station-east-02,2026-09-09T08:14:00Z,66.0
e00115,station-north-01,2026-09-09T08:14:00Z,38.3
e00116,station-north-02,2026-09-09T08:14:00Z,46.7
e00117,station-south-01,2026-09-09T08:14:00Z,95.1
e00118,station-south-02,2026-09-09T08:14:00Z,62.5
e00119,station-west-01,2026-09-09T08:14:00Z,131.0
e00120,station-west-02,2026-09-09T08:14:00Z,88.0
e00121,station-east-01,2026-09-09T08:15:00Z,22.2
e00122,station-east-02,2026-09-09T08:15:00Z,69.3
e00123,station-north-01,2026-09-09T08:15:00Z,40.8
e00124,station-north-02,2026-09-09T08:15:00Z,48.3
e00125,station-south-01,2026-09-09T08:15:00Z,101.7
e00126,station-south-02,2026-09-09T08:15:00Z,64.2
e00127,station-west-01,2026-09-09T08:15:00Z,133.1
e00128,station-west-02,2026-09-09T08:15:00Z,98.2
e00129,station-east-01,2026-09-09T08:16:00Z,26.1
e00130,station-east-02,2026-09-09T08:16:00Z,66.6
e00131,station-north-01,2026-09-09T08:16:00Z,43.3
e00132,station-north-02,2026-09-09T08:16:00Z,51.3
e00133,station-south-01,2026-09-09T08:16:00Z,97.8
e00134,station-south-02,2026-09-09T08:16:00Z,47.8
e00135,station-west-01,2026-09-09T08:16:00Z,122.4
e00136,station-west-02,2026-09-09T08:16:00Z,96.2
e00137,station-east-01,2026-09-09T08:17:00Z,27.6
e00138,station-east-02,2026-09-09T08:17:00Z,81.4
e00139,station-north-01,2026-09-09T08:17:00Z,35.5
e00140,station-north-02,2026-09-09T08:17:00Z,51.3
e00141,station-south-01,2026-09-09T08:17:00Z,104.2
e00142,station-south-02,2026-09-09T08:17:00Z,53.0
e00143,station-west-01,2026-09-09T08:17:00Z,136.1
e00144,station-west-02,2026-09-09T08:17:00Z,89.6
e00145,station-east-01,2026-09-09T08:18:00Z,24.3
e00146,station-east-02,2026-09-09T08:18:00Z,82.3
e00147,station-north-01,2026-09-09T08:18:00Z,39.0
e00148,station-north-02,2026-09-09T08:18:00Z,56.9
e00149,station-south-01,2026-09-09T08:18:00Z,98.2
e00150,station-south-02,2026-09-09T08:18:00Z,52.3
e00151,station-west-01,2026-09-09T08:18:00Z,112.5
e00152,station-west-02,2026-09-09T08:18:00Z,86.5
e00153,station-east-01,2026-09-09T08:19:00Z,23.5
e00154,station-east-02,2026-09-09T08:19:00Z,71.1
e00155,station-north-01,2026-09-09T08:19:00Z,40.9
e00156,station-north-02,2026-09-09T08:19:00Z,49.1
e00157,station-south-01,2026-09-09T08:19:00Z,99.6
e00158,station-south-02,2026-09-09T08:19:00Z,60.9
e00159,station-west-01,2026-09-09T08:19:00Z,126.8
e00160,station-west-02,2026-09-09T08:19:00Z,96.7
e00161,station-east-01,2026-09-09T08:20:00Z,25.0
e00162,station-east-02,2026-09-09T08:20:00Z,83.5
e00163,station-north-01,2026-09-09T08:20:00Z,36.5
e00164,station-north-02,2026-09-09T08:20:00Z,46.9
e00165,station-south-01,2026-09-09T08:20:00Z,94.3
e00166,station-south-02,2026-09-09T08:20:00Z,71.7
e00167,station-west-01,2026-09-09T08:20:00Z,114.4
e00168,station-west-02,2026-09-09T08:20:00Z,91.2
e00169,station-east-01,2026-09-09T08:21:00Z,24.4
e00170,station-east-02,2026-09-09T08:21:00Z,56.3
e00171,station-north-01,2026-09-09T08:21:00Z,39.7
e00172,station-north-02,2026-09-09T08:21:00Z,46.6
e00173,station-south-01,2026-09-09T08:21:00Z,97.8
e00174,station-south-02,2026-09-09T08:21:00Z,54.7
e00175,station-west-01,2026-09-09T08:21:00Z,114.9
e00176,station-west-02,2026-09-09T08:21:00Z,89.8
e00177,station-east-01,2026-09-09T08:22:00Z,25.5
e00178,station-east-02,2026-09-09T08:22:00Z,89.0
e00179,station-north-01,2026-09-09T08:22:00Z,40.6
e00180,station-north-02,2026-09-09T08:22:00Z,51.6
e00181,station-south-01,2026-09-09T08:22:00Z,95.9
e00182,station-south-02,2026-09-09T08:22:00Z,55.4
e00183,station-west-01,2026-09-09T08:22:00Z,135.5
e00184,station-west-02,2026-09-09T08:22:00Z,90.8
e00185,station-east-01,2026-09-09T08:23:00Z,26.7
e00186,station-east-02,2026-09-09T08:23:00Z,68.4
e00187,station-north-01,2026-09-09T08:23:00Z,36.0
e00188,station-north-02,2026-09-09T08:23:00Z,49.3
e00189,station-south-01,2026-09-09T08:23:00Z,99.4
e00190,station-south-02,2026-09-09T08:23:00Z,62.5
e00191,station-west-01,2026-09-09T08:23:00Z,119.1
e00192,station-west-02,2026-09-09T08:23:00Z,92.5
e00193,station-east-01,2026-09-09T08:24:00Z,23.9
e00194,station-east-02,2026-09-09T08:24:00Z,78.9
e00195,station-north-01,2026-09-09T08:24:00Z,36.1
e00196,station-north-02,2026-09-09T08:24:00Z,51.6
e00197,station-south-01,2026-09-09T08:24:00Z,102.4
e00198,station-south-02,2026-09-09T08:24:00Z,56.2
e00199,station-west-01,2026-09-09T08:24:00Z,114.6
e00200,station-west-02,2026-09-09T08:24:00Z,81.5
e00201,station-east-01,2026-09-09T08:25:00Z,28.8
e00202,station-east-02,2026-09-09T08:25:00Z,66.4
e00203,station-north-01,2026-09-09T08:25:00Z,39.8
e00204,station-north-02,2026-09-09T08:25:00Z,52.8
e00205,station-south-01,2026-09-09T08:25:00Z,101.0
e00206,station-south-02,2026-09-09T08:25:00Z,65.8
e00207,station-west-01,2026-09-09T08:25:00Z,124.8
e00208,station-west-02,2026-09-09T08:25:00Z,85.7
e00209,station-east-01,2026-09-09T08:26:00Z,23.1
e00210,station-east-02,2026-09-09T08:26:00Z,95.6
e00211,station-north-01,2026-09-09T08:26:00Z,39.3
e00212,station-north-02,2026-09-09T08:26:00Z,44.5
e00213,station-south-01,2026-09-09T08:26:00Z,104.5
e00214,station-south-02,2026-09-09T08:26:00Z,64.4
e00215,station-west-01,2026-09-09T08:26:00Z,134.4
e00216,station-west-02,2026-09-09T08:26:00Z,85.3
e00217,station-east-01,2026-09-09T08:27:00Z,26.9
e00218,station-east-02,2026-09-09T08:27:00Z,55.3
e00219,station-north-01,2026-09-09T08:27:00Z,40.7
e00220,station-north-02,2026-09-09T08:27:00Z,59.4
e00221,station-south-01,2026-09-09T08:27:00Z,102.6
e00222,station-south-02,2026-09-09T08:27:00Z,61.2
e00223,station-west-01,2026-09-09T08:27:00Z,107.7
e00224,station-west-02,2026-09-09T08:27:00Z,98.0
e00225,station-east-01,2026-09-09T08:28:00Z,26.2
e00226,station-east-02,2026-09-09T08:28:00Z,67.4
e00227,station-north-01,2026-09-09T08:28:00Z,46.6
e00228,station-north-02,2026-09-09T08:28:00Z,53.9
e00229,station-south-01,2026-09-09T08:28:00Z,96.4
e00230,station-south-02,2026-09-09T08:28:00Z,72.7
e00231,station-west-01,2026-09-09T08:28:00Z,117.3
e00232,station-west-02,2026-09-09T08:28:00Z,92.1
e00233,station-east-01,2026-09-09T08:29:00Z,28.1
e00234,station-east-02,2026-09-09T08:29:00Z,80.4
e00235,station-north-01,2026-09-09T08:29:00Z,42.7
e00236,station-north-02,2026-09-09T08:29:00Z,55.1
e00237,station-south-01,2026-09-09T08:29:00Z,100.4
e00238,station-south-02,2026-09-09T08:29:00Z,52.2
e00239,station-west-01,2026-09-09T08:29:00Z,123.3
e00240,station-west-02,2026-09-09T08:29:00Z,90.2
e00241,station-east-01,2026-09-09T08:30:00Z,22.8
e00242,station-east-02,2026-09-09T08:30:00Z,86.1
e00243,station-north-01,2026-09-09T08:30:00Z,41.3
e00244,station-north-02,2026-09-09T08:30:00Z,56.4
e00245,station-south-01,2026-09-09T08:30:00Z,97.8
e00246,station-south-02,2026-09-09T08:30:00Z,52.6
e00247,station-west-01,2026-09-09T08:30:00Z,111.3
e00248,station-west-02,2026-09-09T08:30:00Z,92.1
e00249,station-east-01,2026-09-09T08:31:00Z,24.1
e00250,station-east-02,2026-09-09T08:31:00Z,54.0
e00251,station-north-01,2026-09-09T08:31:00Z,37.9
e00252,station-north-02,2026-09-09T08:31:00Z,51.8
e00253,station-south-01,2026-09-09T08:31:00Z,104.7
e00254,station-south-02,2026-09-09T08:31:00Z,62.4
e00255,station-west-01,2026-09-09T08:31:00Z,118.0
e00256,station-west-02,2026-09-09T08:31:00Z,99.3
e00257,station-east-01,2026-09-09T08:32:00Z,23.0
e00258,station-east-02,2026-09-09T08:32:00Z,61.8
e00259,station-north-01,2026-09-09T08:32:00Z,42.8
e00260,station-north-02,2026-09-09T08:32:00Z,62.7
e00261,station-south-01,2026-09-09T08:32:00Z,106.5
e00262,station-south-02,2026-09-09T08:32:00Z,50.9
e00263,station-west-01,2026-09-09T08:32:00Z,109.8
e00264,station-west-02,2026-09-09T08:32:00Z,88.6
e00265,station-east-01,2026-09-09T08:33:00Z,24.0
e00266,station-east-02,2026-09-09T08:33:00Z,46.7
e00267,station-north-01,2026-09-09T08:33:00Z,37.7
e00268,station-north-02,2026-09-09T08:33:00Z,56.6
e00269,station-south-01,2026-09-09T08:33:00Z,97.6
e00270,station-south-02,2026-09-09T08:33:00Z,59.7
e00271,station-west-01,2026-09-09T08:33:00Z,123.9
e00272,station-west-02,2026-09-09T08:33:00Z,88.9
e00273,station-east-01,2026-09-09T08:34:00Z,24.0
e00274,station-east-02,2026-09-09T08:34:00Z,39.6
e00275,station-north-01,2026-09-09T08:34:00Z,44.7
e00276,station-north-02,2026-09-09T08:34:00Z,55.3
e00277,station-south-01,2026-09-09T08:34:00Z,105.2
e00278,station-south-02,2026-09-09T08:34:00Z,59.3
e00279,station-west-01,2026-09-09T08:34:00Z,130.3
e00280,station-west-02,2026-09-09T08:34:00Z,86.9
e00281,station-east-01,2026-09-09T08:35:00Z,24.6
e00282,station-east-02,2026-09-09T08:35:00Z,80.3
e00283,station-north-01,2026-09-09T08:35:00Z,43.6
,station-north-01,2026-09-09T08:35:00Z,41.2
e00285,station-north-02,2026-09-09T08:35:00Z,52.1
e00286,station-south-01,2026-09-09T08:35:00Z,102.8
e00287,station-south-02,2026-09-09T08:35:00Z,57.0
e00288,station-west-01,2026-09-09T08:35:00Z,120.9
e00289,station-west-02,2026-09-09T08:35:00Z,80.3
e00290,station-east-01,2026-09-09T08:36:00Z,24.7
e00291,station-east-02,2026-09-09T08:36:00Z,72.0
e00292,station-north-01,2026-09-09T08:36:00Z,34.0
e00293,station-north-02,2026-09-09T08:36:00Z,48.7
e00294,station-south-01,2026-09-09T08:36:00Z,106.5
e00295,station-south-02,2026-09-09T08:36:00Z,74.3
e00296,station-west-01,2026-09-09T08:36:00Z,115.8
e00297,station-west-02,2026-09-09T08:36:00Z,84.6
e00298,station-east-01,2026-09-09T08:37:00Z,24.3
e00299,station-east-02,2026-09-09T08:37:00Z,88.3
e00300,station-north-01,2026-09-09T08:37:00Z,36.5
e00301,station-north-02,2026-09-09T08:37:00Z,57.3
e00302,station-south-01,2026-09-09T08:37:00Z,108.1
e00303,station-south-02,2026-09-09T08:37:00Z,64.8
e00304,station-west-01,2026-09-09T08:37:00Z,110.8
e00305,station-west-02,2026-09-09T08:37:00Z,92.0
e00306,station-east-01,2026-09-09T08:38:00Z,25.0
e00307,station-east-02,2026-09-09T08:38:00Z,70.9
e00308,station-north-01,2026-09-09T08:38:00Z,39.4
e00309,station-north-02,2026-09-09T08:38:00Z,61.1
e00310,station-south-01,2026-09-09T08:38:00Z,97.9
e00311,station-south-02,2026-09-09T08:38:00Z,60.5
e00312,station-west-01,2026-09-09T08:38:00Z,130.4
e00313,station-west-02,2026-09-09T08:38:00Z,92.4
e00314,station-east-01,2026-09-09T08:39:00Z,27.1
e00315,station-east-02,2026-09-09T08:39:00Z,70.2
e00316,station-north-01,2026-09-09T08:39:00Z,38.8
e00317,station-north-02,2026-09-09T08:39:00Z,60.9
e00318,station-south-01,2026-09-09T08:39:00Z,99.9
e00319,station-south-02,2026-09-09T08:39:00Z,68.2
e00320,station-west-01,2026-09-09T08:39:00Z,120.1
e00321,station-west-02,2026-09-09T08:39:00Z,87.8
e00322,station-east-01,2026-09-09T08:40:00Z,26.3
e00323,station-east-02,2026-09-09T08:40:00Z,83.5
e00324,station-north-01,2026-09-09T08:40:00Z,36.2
e00325,station-north-02,2026-09-09T08:40:00Z,54.9
e00326,station-south-01,2026-09-09T08:40:00Z,99.2
e00327,station-south-02,2026-09-09T08:40:00Z,66.4
e00328,station-west-01,2026-09-09T08:40:00Z,130.5
e00329,station-west-02,2026-09-09T08:40:00Z,88.3
e00330,station-east-01,2026-09-09T08:41:00Z,25.9
e00331,station-east-02,2026-09-09T08:41:00Z,76.2
e00332,station-north-01,2026-09-09T08:41:00Z,36.3
e00333,station-north-02,2026-09-09T08:41:00Z,64.2
e00334,station-south-01,2026-09-09T08:41:00Z,96.2
e00335,station-south-02,2026-09-09T08:41:00Z,59.8
e00336,station-west-01,2026-09-09T08:41:00Z,114.0
e00337,station-west-02,2026-09-09T08:41:00Z,99.3
e00338,station-east-01,2026-09-09T08:42:00Z,22.6
e00339,station-east-02,2026-09-09T08:42:00Z,75.5
e00340,station-north-01,2026-09-09T08:42:00Z,42.2
e00341,station-north-02,2026-09-09T08:42:00Z,47.7
e00342,station-south-01,2026-09-09T08:42:00Z,99.1
e00343,station-south-02,2026-09-09T08:42:00Z,47.8
e00344,station-west-01,2026-09-09T08:42:00Z,112.3
e00345,station-west-02,2026-09-09T08:42:00Z,89.8
e00346,station-east-01,2026-09-09T08:43:00Z,26.8
e00347,station-east-02,2026-09-09T08:43:00Z,47.0
e00348,station-north-01,2026-09-09T08:43:00Z,38.4
e00349,station-north-02,2026-09-09T08:43:00Z,54.9
e00350,station-south-01,2026-09-09T08:43:00Z,106.3
e00351,station-south-02,2026-09-09T08:43:00Z,60.3
e00352,station-west-01,2026-09-09T08:43:00Z,119.2
e00353,station-west-02,2026-09-09T08:43:00Z,98.5
e00354,station-east-01,2026-09-09T08:44:00Z,22.3
e00355,station-east-02,2026-09-09T08:44:00Z,60.4
e00356,station-north-01,2026-09-09T08:44:00Z,35.4
e00357,station-north-02,2026-09-09T08:44:00Z,56.2
e00358,station-south-01,2026-09-09T08:44:00Z,105.7
e00359,station-south-02,2026-09-09T08:44:00Z,47.4
e00360,station-west-01,2026-09-09T08:44:00Z,121.9
e00361,station-west-02,2026-09-09T08:44:00Z,93.0
e00362,station-east-01,2026-09-09T08:45:00Z,27.5
e00363,station-east-02,2026-09-09T08:45:00Z,63.8
e00364,station-north-01,2026-09-09T08:45:00Z,39.2
e00365,station-north-02,2026-09-09T08:45:00Z,65.1
e00366,station-south-01,2026-09-09T08:45:00Z,102.3
e00367,station-south-02,2026-09-09T08:45:00Z,64.6
e00368,station-west-01,2026-09-09T08:45:00Z,128.6
e00369,station-west-02,2026-09-09T08:45:00Z,91.6
e00370,station-east-01,2026-09-09T08:46:00Z,22.2
e00371,station-east-02,2026-09-09T08:46:00Z,82.3
e00372,station-north-01,2026-09-09T08:46:00Z,42.9
e00373,station-north-02,2026-09-09T08:46:00Z,60.2
e00374,station-south-01,2026-09-09T08:46:00Z,102.9
e00375,station-south-02,2026-09-09T08:46:00Z,75.9
e00376,station-west-01,2026-09-09T08:46:00Z,124.4
e00377,station-west-02,2026-09-09T08:46:00Z,84.4
e00378,station-east-01,2026-09-09T08:47:00Z,23.2
e00379,station-east-02,2026-09-09T08:47:00Z,62.8
e00380,station-north-01,2026-09-09T08:47:00Z,45.0
e00381,station-north-02,2026-09-09T08:47:00Z,55.4
e00382,station-south-01,2026-09-09T08:47:00Z,101.5
e00383,station-south-02,2026-09-09T08:47:00Z,52.8
e00384,station-west-01,2026-09-09T08:47:00Z,118.8
e00385,station-west-02,2026-09-09T08:47:00Z,92.2
e00386,station-east-01,2026-09-09T08:48:00Z,23.1
e00387,station-east-02,2026-09-09T08:48:00Z,79.4
e00388,station-north-01,2026-09-09T08:48:00Z,40.2
e00389,station-north-02,2026-09-09T08:48:00Z,57.0
e00390,station-south-01,2026-09-09T08:48:00Z,96.3
e00391,station-south-02,2026-09-09T08:48:00Z,63.2
e00392,station-west-01,2026-09-09T08:48:00Z,112.9
e00393,station-west-02,2026-09-09T08:48:00Z,89.5
e00394,station-east-01,2026-09-09T08:49:00Z,24.9
e00395,station-east-02,2026-09-09T08:49:00Z,40.0
e00396,station-north-01,2026-09-09T08:49:00Z,39.1
e00397,station-north-02,2026-09-09T08:49:00Z,56.5
e00398,station-south-01,2026-09-09T08:49:00Z,101.2
e00399,station-south-02,2026-09-09T08:49:00Z,65.1
e00400,station-west-01,2026-09-09T08:49:00Z,113.3
e00401,station-west-02,2026-09-09T08:49:00Z,92.0
e00402,station-east-01,2026-09-09T08:50:00Z,26.1
e00403,station-east-02,2026-09-09T08:50:00Z,70.4
e00404,station-north-01,2026-09-09T08:50:00Z,37.6
e00405,station-north-02,2026-09-09T08:50:00Z,62.3
e00406,station-south-01,2026-09-09T08:50:00Z,105.5
e00407,station-south-02,2026-09-09T08:50:00Z,44.9
e00408,station-west-01,2026-09-09T08:50:00Z,125.0
e00409,station-west-02,2026-09-09T08:50:00Z,98.2
e00410,station-east-01,2026-09-09T08:51:00Z,20.9
e00411,station-east-02,2026-09-09T08:51:00Z,81.7
e00412,station-north-01,2026-09-09T08:51:00Z,38.4
e00413,station-north-02,2026-09-09T08:51:00Z,55.5
e00414,station-south-01,2026-09-09T08:51:00Z,100.8
e00415,station-south-02,2026-09-09T08:51:00Z,40.7
e00416,station-west-01,2026-09-09T08:51:00Z,123.2
e00417,station-west-02,2026-09-09T08:51:00Z,94.9
e00418,station-east-01,2026-09-09T08:52:00Z,25.2
e00419,station-east-02,2026-09-09T08:52:00Z,80.9
e00420,station-north-01,2026-09-09T08:52:00Z,41.6
e00421,station-north-02,2026-09-09T08:52:00Z,57.7
e00422,station-south-01,2026-09-09T08:52:00Z,99.6
e00423,station-south-02,2026-09-09T08:52:00Z,53.2
e00424,station-west-01,2026-09-09T08:52:00Z,119.8
,station-west-01,2026-09-09T08:52:00Z,118.9
e00426,station-west-02,2026-09-09T08:52:00Z,88.6
e00427,station-east-01,2026-09-09T08:53:00Z,25.6
e00428,station-east-02,2026-09-09T08:53:00Z,58.6
e00429,station-north-01,2026-09-09T08:53:00Z,43.8
e00430,station-north-02,2026-09-09T08:53:00Z,56.3
e00431,station-south-01,2026-09-09T08:53:00Z,98.1
e00432,station-south-02,2026-09-09T08:53:00Z,58.0
e00433,station-west-01,2026-09-09T08:53:00Z,123.5
e00434,station-west-02,2026-09-09T08:53:00Z,94.4
e00435,station-east-01,2026-09-09T08:54:00Z,27.1
e00436,station-east-02,2026-09-09T08:54:00Z,71.8
e00437,station-north-01,2026-09-09T08:54:00Z,43.7
e00438,station-north-02,2026-09-09T08:54:00Z,46.7
e00439,station-south-01,2026-09-09T08:54:00Z,105.2
e00440,station-south-02,2026-09-09T08:54:00Z,54.5
e00441,station-west-01,2026-09-09T08:54:00Z,132.5
e00442,station-west-02,2026-09-09T08:54:00Z,90.8
e00443,station-east-01,2026-09-09T08:55:00Z,24.0
e00444,station-east-02,2026-09-09T08:55:00Z,68.6
e00445,station-north-01,2026-09-09T08:55:00Z,39.3
e00446,station-north-02,2026-09-09T08:55:00Z,58.7
e00447,station-south-01,2026-09-09T08:55:00Z,99.5
e00448,station-south-02,2026-09-09T08:55:00Z,57.3
e00449,station-west-01,2026-09-09T08:55:00Z,128.3
e00450,station-west-02,2026-09-09T08:55:00Z,82.4
e00451,station-east-01,2026-09-09T08:56:00Z,23.0
e00452,station-east-02,2026-09-09T08:56:00Z,77.1
e00453,station-north-01,2026-09-09T08:56:00Z,42.7
e00454,station-north-02,2026-09-09T08:56:00Z,57.6
e00455,station-south-01,2026-09-09T08:56:00Z,95.7
e00456,station-south-02,2026-09-09T08:56:00Z,66.6
e00457,station-west-01,2026-09-09T08:56:00Z,115.7
e00458,station-west-02,2026-09-09T08:56:00Z,86.4
e00459,station-east-01,2026-09-09T08:57:00Z,24.0
e00460,station-east-02,2026-09-09T08:57:00Z,53.7
e00461,station-north-01,2026-09-09T08:57:00Z,42.3
e00462,station-north-02,2026-09-09T08:57:00Z,63.4
e00463,station-south-01,2026-09-09T08:57:00Z,96.9
e00464,station-south-02,2026-09-09T08:57:00Z,52.5
e00465,station-west-01,2026-09-09T08:57:00Z,131.1
e00466,station-west-02,2026-09-09T08:57:00Z,91.3
e00467,station-east-01,2026-09-09T08:58:00Z,22.8
e00468,station-east-02,2026-09-09T08:58:00Z,65.6
e00469,station-north-01,2026-09-09T08:58:00Z,41.4
e00470,station-north-02,2026-09-09T08:58:00Z,42.3
e00471,station-south-01,2026-09-09T08:58:00Z,94.0
e00472,station-south-02,2026-09-09T08:58:00Z,65.2
e00473,station-west-01,2026-09-09T08:58:00Z,110.4
e00474,station-west-02,2026-09-09T08:58:00Z,80.7
e00475,station-east-01,2026-09-09T08:59:00Z,26.1
e00476,station-east-02,2026-09-09T08:59:00Z,65.0
e00477,station-north-01,2026-09-09T08:59:00Z,32.6
e00478,station-north-02,2026-09-09T08:59:00Z,50.1
e00479,station-south-01,2026-09-09T08:59:00Z,95.1
e00480,station-south-02,2026-09-09T08:59:00Z,73.6
e00481,station-west-01,2026-09-09T08:59:00Z,120.7
